"Professor","Quality","Difficulty","Class","Comments","Positve Sentiment Score","Label","","","","","","","","","","","","","","","","","","","","","",""
"Raouf, Sa'Ad","1.5","5.0","CMSC202","Awful. He doesnt make the projects, he doesnt know the projects and he doesnt care about the students. All questions or issues are directed to the TA, and the TA has limited abilities to do anything for you. He is part time and it shows. Take it with Wortman or somebody else.","0.285052643266347","neg","","","","","","","","","","","","","","","","","","","","","",""
"Raouf, Sa'Ad","1.0","4.0","CMSC202","Not a good teacher. I expect a little seriousness when I am trying to learn, and I just gave up going to lectures because I couldn't take his jokes, and ended up getting a C. If you have a choice, anyone else is better. I looked at Prof. Chang's slides and those alone were SO much more informative compared to Raouf or his slides.","0.452568319351104","neg","","","","","","","","","","","","","","","","","","","","","",""
"Raouf, Sa'Ad","1.0","5.0","CMSC202","Raof trys to screw you at every turn. Take the class with Prof Cheng, he rewrote the entire cirriculum this semester. Raof trys to make impossible exams and gives no guidance for the projects; you are completly on your own. Luckily for me, a great TA Dom Miner, rewrote and made the exams relatively easy and gave direction and help with the projects","0.299503984065175","neg","","","","","","","","","","","","","","","","","","","","","",""
"Raouf, Sa'Ad","2.5","3.0","CMSC202","I took 202 with Raouf because of all the reviews, and I was misled. If you want a good grade, then sit in the front row and laugh at his bad jokes. I wrote him 4 emails over the summer about my 79% in the course; he didn't respond to one, I had to take it over with Wortman. She is a much nicer professor and she cares about all her students.","0.381760475549044","neg","","","","","","","","","","","","","","","","","","","","","",""
"Raouf, Sa'Ad","4.0","4.0","CMSC202","He's a good TEACHER, but he really lacks as a PROFESSOR. Rarely did he know anything about the projects, or what was going on in the course outside of lecture. His ridiculous midterm also weeds out the idiots that think they can major in comp sci cause they burned a CD once, but if you stick it out till the end, it's worth it.","0.306899200627541","neg","","","","","","","","","","","","","","","","","","","","","",""
"Raouf, Sa'Ad","5.0","4.0","CMSC202","Ridiculously difficult tests, but at least he will work with you and try and help. However, he knows very little about the projects and homework, as he had little to do with writing them :(. however, overall, still a very good teacher.","0.349763140120624","neg","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","3.5","2.0","CMPE310","She doesn't seem particularly interested in the material of the class, but that wasn't a problem. The exams, projects, and homework were all a reasonable level of difficulty. The class was challenging but at that same time very manageable. TAs were not particularly useful so labs and projects were very hard, but that isn't the instructors fault.","0.183884382791714","neg","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","3.0","3.0","CMSC313","She wasnt as bad as some comments are suggesting. Just a hard grader!!!","0.106076419352778","neg","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","2.0","3.0","CMPE212","Many reviews on here I feel are biased since this is an intro to Computer Engineering course. Most freshman want grades handed to them. She makes you work and earn your grade. The class has been the same ( both exams and projects) since she started teaching it. Learn the material, don't just memorize it! She wants you to think outside the box.","0.382622454687135","neg","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","1.0","5.0","CMPE212","Makes an easy class conceptually impossible to comprehend. Never keeps study material online, so if you want to even remotely prepare for exams you need to save everything she posts of everything, EVEN LABS Homework doesn't prepare you for exams. So you do a week of binary to see and get a hamming code question on the exam and just fail. AVOID.","0.157606312962567","neg","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","1.5","5.0","CMPE212","Absolute worst professor I've ever had at UMBC. Gives a RAT (Readiness Assurance Test) every other Friday. Which is graded off of effort so you'll never really know if you get the concepts until the exams which are inconsistent, unclear and test esoteric concepts you'd never experience. AVOID","0.311051603869697","neg","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","1.5","4.0","CMPE212","Confusing teacher. Lectures are generally read verbatim from a set of slides. The primary issue is that her exams are poorly written and vague and projects are extremely difficult. She often tells us how engineers will never use some of the difficult, abstract concepts she teaches in class and then proceeds to lecture and test us on them. AVOID.","0.307176724852239","neg","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","1.5","3.0","CMPE212","Her lecture slides, and especially exams, are riddled with vague, confusing wording and grammar that always leads to confusion. This gets annoying because the TAs often don't understand what she meant on the tests either. Then she leaves the TAs alone in class to review exams, naturally... I don't get the feeling she cares much about this course.","0.149806476339183","neg","","","","","","","","","","","","","","","","","","","","","",""
"Slaughter, Gymama","2.5","3.0","CMPE212","She was really nice, but she can be very unclear. English isn't her first language, so her quiz/test questions can be vague. She often further confuses the question while explaining. Advice: If confused, ask. If you understand, then DON'T LISTEN to her explanation. Even if she says ""You'll never use this info,"" she will still test you on it.","0.46102279904732","neg","","","","","","","","","","","","","","","","","","","","","",""
"Squire, Jon","3.0","2.0","CMSC411","Assignments are extremely easy because he practically gives you the answers. The later assignments get a little harder, but they are all doable. His lectures are extremely boring though and all of the notes are on the website. I didn't do as well on the tests because of not getting the material in class. I hear he curves generously though.","0.200505048483235","neg","","","","","","","","","","","","","","","","","","","","","",""
"Squire, Jon","3.0","1.0","CMSC411","He's nice, but his teaching skills leave something to be desired. Homeworks require some mulling around on the website or textbook to figure out because lectures aren't that helpful. Luckily the &quot;projects&quot; typically involve 20 lines of code max, and practice exams are almost identical to actual exams. Plus he gives 1/3 of the class an A.","0.30266698262994","neg","","","","","","","","","","","","","","","","","","","","","",""
"Squire, Jon","4.5","1.0","CMSC411","There's a reason why his sections fill up immediately","0.227158548846251","neg","","","","","","","","","","","","","","","","","","","","","",""
"Squire, Jon","4.0","2.0","CMSC411","An easy professor, if that's what you want. I wished I'd learned more in his class. He tells you exactly what he expects, and exactly how to do the homework (down to showing you where to type) which makes it less than difficult to do the work.","0.434564607766166","neg","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","3.0","2.0","IS448","Great guy, makes not-funny jokes that actually make you laugh. Class is boring as hell, he knows a lot and is an expert but he's bad at teaching, really. Projects can be way complicated compared to other sections but he's reasonable when grading and also giving online quizes and exams.","0.346050333720568","neg","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","2.0","2.0","IS247","If you (like me) don't care about programming (Java) and dont want to be one, he's the easiest professor. No problem getting a B or A. If you do want to be a programmer and learn more advanced Java, I'd suggest to take a better professor. Although he knows a lot and has vast experience, he is bad on teaching, very bad.","0.370413821736965","neg","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","1.0","2.0","IS247","He is a horrible teacher. He doesn't care about being there. He gives take home quizzes, which is probably the only reason why I passed. He doesn't explain anything and just reads off of the books PowerPoints, he is so lazy and he doesn't give timely feedback--still waiting on grades from before the midterm and classes are over.","0.0867661250901754","neg","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","3.0","3.0","IS247","Professor Vick is a pretty cool teacher in general, his exams are fairly easy (simple questions from slides/book), and he is very lenient with deadlines. However, in terms of teaching, he's not very clear and his writing on the board is almost incomprehensible. He requires peer programming for projects, my suggestion don't pick a crappy partner.","0.411109357362079","neg","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","2.5","3.0","IS247","I'm not sure if I should suggest Vick or tell you to run away. I ended up getting an A in his class but I can't say it was easy. He's not very clear on assignments and seems to have a strange grading system. We did peer programming which was both a blessing and a curse. Helpful tip: Pick a good partner and you'll be fine. Exams are easy as all hell","0.349930704313952","neg","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","2.5","5.0","CMSC331","No No No No No No No No No No No No No No No No No No No No No. Vick is very nice and funny, but in my top 3 of worst professors ever. Doesn't explain things well, makes everything overly cryptic. 3 quizes, a take home mdtrm, 3 prjts, final exam. Sounds okay, but is waayy to hard, considering his teaching ability. Get in groups.","0.23222428140579","neg","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","1.5","5.0","CMSC331","The nicest, most lenient prof you'll meet. The worst teacher you can take. 331 is not supposed to be difficult but Vick turns it into intro to compiler theory. Cannot explain anything clearly, even after numerous tries. Seems to enjoy making subject overly cryptic. Likes to call on ppl when it's clear they have no clue. 3/4 of the class was lost.","0.13694812696037","neg","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","2.0","5.0","CMSC331","WAYYYY too hard. expects you to know every single thing he teaches. STAY AWAY!","0.349912370658479","neg","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","4.0","2.0","CMSC432","This professor is a lot better than everyone thinks. People who can't be expected to take &quot;take home&quot; exams seriously should not register in his course. Once you try, you will realize how easy his classes are. True, he could be a bit more explainitory, but if you're not understanding his lectures, chances are others aren't either. Curves favorably!","0.383418638220658","neg","","","","","","","","","","","","","","","","","","","","","",""
"Vick, Shon","2.5","3.0","CMSC331","He's probably a follower of Socrates because all he'd do is ask the class questions.","0.476951515535087","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","2.5","3.0","CMSC203","Probably my least favorite professor thus far. He just reads off of 10 year old powerpoint slides and doesn't speak loudly or encourage you to listen. There are two exams worth 80% of your grade (the final is 50%) and about 5 homeworks to cover the rest. Going to his lectures is utterly useless, so you will wind up reading the textbook to learn.","0.38566797853923","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","3.0","1.0","CMSC203","I don't know why people complain about this man. I went to 2 classes the entire semester and those were the tests. I got an A. Yes he's hard to understand and yes he's boring. However, at the end of the day. there were 4 homeworks with about 5 questions each, and both tests had 5 questions. It was stupid easy. 100% best teacher ever.","0.140360575414572","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","1.0","1.0","CMSC451","Worst instructor I've had in my life and I'm not exaggerating. Lectures are worthless and he's hard to understand. I learned more reading the textbook for several hours before tests than lectures all semester. Talks to the floor and rambles. But this class is easy. Don't think he fails people or gives less than B's. If you want to learn, stay away.","0.189177809798505","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","1.5","2.0","CMSC203","The worst professor I've had. Lectures are useless, and you'll need to figure homework out on your own, but they're easy. Tests are very easy based off homework. However, final is 50% of your grade, 4 questions and 1 question no one knew how to do. I somehow got an A, but avoid his class. Seems like an easy A but the final will get you.","0.154103792664077","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","2.0","3.0","CMSC461","Exams are all just 4 questions that are weighted heavily. I guess he really doesn't give failing grades because I should've gotten a D or worse. Small group project that's not worth a lot. Just reads off of slides and belabors very random points, even stuff that doesn't show up on exams. Homework doesn't help you prepare for exams either.","0.164578850174013","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","3.5","1.0","CMSC441","Prof. Yesha assigns a textbook and reading assignments, homework, and exams that relate directly to the homeworks. He does not like to give people bad grades so most people make an A or a B in his classes. What more could you ask for&#63; I guess the only thing is he is not the best lecturer but he seems to try and is always on time.","0.470133455348277","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","2.5","3.0","CMSC441","Hard to understand, but that's his accent, so can't fault him much for that. However, he always goes over the end of class time without realizing it, and pays zero attention to the class while lecturing (talks to the chalkboard). Bad about updating his website with homework too. Ok, but not great overall.","0.254586876563494","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","4.5","1.0","CMSC451","I don't think he's nearly as bad as everyone makes him out to be. My main complaint was how little material the class actually covered. If all you care about is a letter you'll love this guy. I still think he's a good instructor regardless, I was just hoping to learn more than I actually got out of it. Really friendly and approachable guy.","0.264056785058181","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","2.0","4.0","CMSC203","He was not very good at explaining things BUT his exams were all open book and open notes. If you can learn from the text then take his class, learn from the text and skip class. If you need help from a prof you won't get much from him. His office was a mess. I went to his office once for help. You should visit it just to see how messy it is!","0.36648149399266","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","1.0","2.0","CMSC203","horrible teacher, takes like a month to grade exams.. all 2 of them. talks very slowly and goes over 1 thing for the entire class. didn't even complete all of the material described in the syllabus but yet its still on the final which is 50% with 5 questions which is ridiculous. NOT RECOMMENDED.","0.1421106123235","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","1.5","1.0","CMSC441","what a joke! AVOID him if yo want to learn. take him if you want an easy A. 50% of your grade final exam with about 5 questions. 4 easy questions from HWs and one that you might have no idea. I got an A but I'm not sure what I learned from it...","0.462584348003166","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","3.5","3.0","CMSC451","Not bad. Mid/final are 4 questions each, so you better know the proofs (PUMPING LEMMA haah). 2 or 3 hw. That's it for grading. Repeats himself a lot, and cover same stuff alot. and we never opened the book once. He talks towards the board the whole time and paces around looking at the floor. Its funny. Lil eccentric but knows his stuff to a T.","0.4242176485668","neg","","","","","","","","","","","","","","","","","","","","","",""
"Yesha, Yaacov","2.0","1.0","CMSC203","Wow! You will feel very lost in the first 1/2 of the semester because all he does is read off the slides. Once he starts posting homework and gives exams you will find his course is extremely easy. I felt after the course was finished that I could take his exams, but if asked what discrete math is, I couldn't tell you. I got an A.","0.235916120295357","neg","","","","","","","","","","","","","","","","","","","","","",""
"Artola, Paul","3.5","2.0","CMSC203","Best teacher for 203. Very entertaining, which is important for such a dense subject. Exams from '93 are available on his website. Only 4 short homework assignments (compared to weekly homework in other sections) and drops your lowest hw, exam, inclass.","0.585940807959023","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Artola, Paul","5.0","2.0","CMSC203","Clearly explains what you need to know and has all old exams available to students.","0.621010033934584","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Artola, Paul","4.5","3.0","CMSC203","Not necesarily the easiest class ive ever taken, but he did try to work with us to explain everything. Very helpful if you needed it.","0.385930911902163","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Artola, Paul","4.5","1.0","CMSC203","He posts old exams and they are the same every semester. He just changes the values in the problems.","0.349046113516819","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","5.0","3.0","CMSC341","Very understanding professor. The projects are really the only hard part of the class, and he normally gives a lot of help on them. He is also very lenient on exams","0.510077492767373","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","5.0","3.0","CMSC202","Best 202 teacher. He is very approachable and answers any questions you have during office hours.","0.68584031733314","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","4.5","4.0","CMSC202","This course is nothing like 201. You have to work from the start of the class to the end. Great teacher. His office hours are the best place to get help! Taking his CMSC 341 course","0.773391045059419","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","4.5","4.0","CMSC202","Easy lecture to sit through. Exams are very different when compared to 201. Pay attention to examples done in class, they help! He is very approachable and is always willing to answer questions.","0.397616162706605","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","4.0","4.0","CMSC341","Very funny and down to earth guy that wants to help. Extremely helpful in his office hours.","0.383407327330564","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","1.0","4.0","CMSC341","Every single assignment has been full of errors. He is sloppy and slow to respond to emails. When he does, the answers are useless. AVOID AT ALL COSTS.","0.184041601154293","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","4.0","2.0","CMSC341","Make sure you attend class. Hardest part of the class is using CVS. Go to his office if you have any questions because he is very personable and wants to make sure you understand the material.","0.382768606585853","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Bergeron, Ryan","1.0","3.0","CMSC202","He has assignments full of errors and gets incredibly defensive when these errors are mentioned. Also the answer keys he gives the TAs are wrong.","0.372965753230924","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","5.0","1.0","CMSC201","The lecture slides are online and the exams are based off of the study guides. Easy A. Attend class to participate in group work.","0.518817555510964","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","4.5","2.0","CMSC201","Mrs. Block is one of my favorite professors. She is very helpful through email and in just talking to her. The TAs were also very helpful and the homeworks weren't very hard. Exams are made up of questions from the study guide so just do that before the exam. Grades very generously.","0.416038600867489","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","5.0","2.0","CMSC201","She's prompt with responding to emails, lectures clearly, and is overall very reasonable with workload. She also brings candy to class!","0.570940810673076","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","5.0","1.0","CMSC201","The best teacher at UMBC. I had her for 201 back in the Spring of 2008 and even to this day passing in the hall she will address me by name and inquire after my studies. Very good teacher. Cares for the students.","0.574027863243366","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","5.0","1.0","CMSC104","Extremely clear professor. I went into 104 having had no prior programming experience and am now in 313 and 331 and having no trouble. This is thanks to her! She made the class so fun and enjoyable but also made sure that everyone was learning what they needed to in order to be successful in 201... and beyond!","0.773759856688353","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","5.0","1.0","CMSC104","The Best Professor at UMBC. If you graduate without taking her easy CMSC 104 class, you are really missing out. She is HOT!! Not just the guys but even the girls think so! She is sweet and goes out of her way to help her students. You get chocolate if you go visit her in her office. She will take time out for you. Take her! She is Fantabulous!!","0.82553879246776","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Block, Dawn","4.5","4.0","CMSC201","Ms.Block is extremely helpful if she sees that you are trying to your full potential. Brings in candies on holidays & exam days!! Easy to understand and easy to approach. She is not there to intimidate you rather to help you. Take advantage of her office hours if you need help! Definitely recommend her for 104, 201 and other classes she teaches.","0.638514961786015","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Casale, David","1.0","4.0","CMSC104","He does not answer questions, would not recommend his class","0.438210339201785","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Casale, David","1.0","3.0","CMSC104","Do not take his class. He does not answer questions directly and is extremely confusing. He always appears to be unprepared for class and is consistently late.","0.299693931541163","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Casale, David","1.5","3.0","CMPE212","DO NOT TAKE HIM, He is the reason why so many people fell his class and switch to IS majors. The Mid term firs part was easy math convert number bases, Boolean algebra and then you have the design problem worth 30 points of mid term. For the final the design was 40. He just love to show you how stupid you are, expect everything :)","0.20516345047644","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Casale, David","1.0","4.0","CMSC313","would not recommend. He is not helpful and does not answer your questions directly. Overall not a helpful teacher.","0.340662570991761","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Casale, David","2.5","4.0","CMSC313","try to take someone else! he's very confused and spent atleast 3 classes learning how to do something himself so he could teach, claiming the dept. is making him do it and he doesnt want/know how to do it. Wasn't prepared to teach class at all. at start of semester, didnt even know how many projs we were going to do.","0.171172189031292","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Casale, David","4.0","4.0","CMPE212","He is helpful and is very straightforward with exams. He's a little callous, but you get used to it. No one asks questions because they're intimidated, but when you do ask questions he's always willing to clarify. Make sure you follow the book. ","0.782801616225437","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","4.0","3.0","CMSC202","Fair grader. Only 10 days allowed for each project, which was tight.","0.467467083015874","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","5.0","2.0","CMSC313","Great Professor. Very clear. Has an assignment due every week, but with a forgiving late policy. Only complaint is that it sometimes took a while to get grades back. Would highly recommend taking him.","0.594623489016335","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Chang, Richard","4.5","2.0","CMSC313","Chang is my favorite professor so far. He is extremely smart and is a true nerd. He is very approachable and has an interest in what he is teaching.","0.800640165936293","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Chettri, Samir","1.5","5.0","CMSC461","It's important to realize how bad this CMSC/CMPE professor really is. His exams and his projects are ridiculously hard. He gives out difficult GRADED homework assignments during finals week. He reads the slides without explaining them. Thinks he's always right. Very intimidating. He curved like crazy in the end, but he's not worth the headache.","0.187721198924389","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Chettri, Samir","1.0","5.0","CMSC461","I have had 2 classes with him, and i would NOT recommend anyone take him for any class. he has typos on projects. wrong data on Exam which he didnt show up for and TA had to spend 15 min trying to get hold of him. his exam review consist of &quot;read entire book&quot;. boring lectures and he cant teach, all he does is read from ppt provide by book author.","0.214632503195338","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Evans, Sue","5.0","2.0","CMSC201","Awesome professor. She is the friendliest woman on campus and will really help you out when you need it. Knows her material and is a great ease into the computer science program at the school. Highly recommended!","0.857760215003022","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Evans, Sue","3.0","4.0","CMSC201","Like was said below-- the lectures are boring but she is nice and gives a fair class. the mid/final is made up from a list of Qs that SHE GIVES YOU before! she posts lecture slides online which she reads from anyways. Get help from TAs- doesnt have to be urs. dont bother going to lecture, read the slides regularly, do the HW/projects ontime! gluk!","0.169162660391921","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","5.0","3.0","CMSC341","Don't listen to the haters, if every teacher was like him UMBC would graduate more than 34%. Crystal clear, enthusiastic about material, learns students names, straight forward unambiguous tests, programs could be a little harder. Super down to earth knows his stuff used to be a high school teacher and it shows in his abilities to convey material.","0.253574304660664","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","3.5","4.0","CMSC341","Grades on an all-or-nothing basis. No partial credit. Ex: on the exams, you're given a 10pt tree of some sort and you have to insert / remove 5 nodes. Each insertion / removal has 5 operations, giving ~25 operations total. If you mess up on one operation, the entire tree is wrong. -10 pts on a 50 pt exam. Doesn't offer partial credit.","0.179621099273218","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","1.5","5.0","CMSC202","Horrible teacher, Half of his class weren't there, I later found out it's because they were retaking the class in fault because of his bad grading, meaning statistically, 1/4 of his students have to go to another school to take this class. Take only if you know Java and/or want to waste your money. He grades using nothing, half, or all credit.","0.0961063108666688","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","5.0","1.0","CMSC202","Mr. Frey is a really good instructor with a lot of experience in the actual comp sci world ... designed lottery system for some state. His tests are a little hard but straight forward if you read all his notes and pay attention to him in class.only bad thing is he's not very helpful if u ask him something in email- replies with 1 word answers.","0.545811930335513","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Frey, Dennis","5.0","4.0","CMSC202","Very good. Loves to teach. Post lectures online. Tests are straight forward and fair. 5 projects, 3 tests.","0.750487561532487","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Green, Frank","1.5","5.0","IS450","Do not take this class. The class is about networking, the different layers and standards. I am currently working as a networking engineer and struggled due to his ridiculous policies. He also will not cut you any slack for having (correct) prior knowledge that differs from the book. His grasp on the concepts he teaches is poor at best.","0.498258592134741","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Green, Frank","2.0","4.0","IS310","Tests are insane, have nothing to do with anything we talked about. Grading is all over the place with no clear guidelines, makes up the rules as he goes and it screws the students.(Ex:Won't give deadlines for papers, then when you try to turn it in, he wont take it). Most of the class thought they were failing since we all did so bad on the exams","0.124710937755336","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Kalpakis, Konstantinos","1.0","5.0","CMSC441","Avoid his class altogether","0.47149203883252","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Kalpakis, Konstantinos","1.5","5.0","CMSC441","Terrible. Most difficult exams I've ever taken, problems on obscure topics way harder than hw. 1st midterm class avg 27%, asked for suggestions and ignored all of them for final. Grade breakdown 20HW, 35/45 mid/final exam. Can't follow lectures, goes very quickly and doesn't really answer most questions you ask - like he's teaching to himself.","0.262403197022248","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Kalpakis, Konstantinos","5.0","4.0","CMSC461","He curves at the end of the semester","0.448426410936692","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Kalpakis, Konstantinos","4.5","5.0","CMSC421","Projects&#63; Hard. Homework&#63; Lots. Exams&#63; Very Hard. Lecture style&#63; Superb! Very knowledgeable; really wants to see students succeed. Be prepared to work very hard and learn lots of really useful stuff; recruiters were very interested in this class and the projects.","0.48468526682471","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Katz, Henry","5.0","1.0","CMSC104","Easy class, easy material, teacher does his job, and does it fairly well. He's got some old school ideas, and is deffinitely a conservative. Gotta love it.","0.789087596978563","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Katz, Henry","1.5","4.0","CMSC313","bad teacher, would not recommend, terrible handwriting, can't hear a word, never explains what he writes, and does not have online notes and doesn't give out his notes to copy, be prepared for the handwriting race of you life","0.198417285626987","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Katz, Henry","3.0","2.0","CMSC104","this guy is old..but he likes teaching...hot girls beware he will be staring down your tops","0.375825895433714","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Katz, Henry","1.0","1.0","CMSC104","Give this guy some credit, This is the easiest class in the world.","0.527644633570184","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Katz, Henry","2.0","2.0","CMSC104","NEEDS TO RETIRE! Dr. Katz is mildly deaf, which wastes a lot of teaching time because he does not hear the answers being called out. This class does well slowly introducing foreign material to those new to compsci, but DOES NOT HELP YOU FOR CMSC 201! DON'T TAKE KATZ IF YOU PLAN TO TAKE CMSC 201!!","0.373446016717263","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Katz, Henry","2.0","4.0","CMSC104","was a rocket scientist and if you ask a question, he tells you &quot;It's not rocket science!&quot; and expects you to know it.supposed to be an intro for 201 but he expects you to already know the material (which he just reads slides that you can access on the internet). hw is easy but midterm is too hard.","0.518256584992946","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Katz, Henry","3.0","4.0","CMSC313","whoa... be prepared to write furiously and understand nothing. Buy the book, and read that. end of story","0.482432768420489","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Katz, Henry","4.5","2.0","CMSC311","He's got a hearing aide, so help him out a little, and SPEAK UP! He can hear fine. The key to passing his class is his PAST EXAMS! Find them! Sell your soul for them! Interesting to talk to. Extremely intelligent. How often do you get a former rocket scientist as a professor&#63;","0.642421910147361","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Katz, Henry","3.0","2.0","CMSC100","katz knows his computer material although he cant present it very well. his age can be a problem for students since he doesnt hear very well. his exams are straight from the book and are relatively easy. i got an A and barely showed up to class.","0.255530616325807","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Lupoli, Shawn","1.0","5.0","CMSC341","I won't recommend anyone to take course with him, he's the worst professor you could find and you won't learn anything from him and they way he grade is awful.","0.103059688602821","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Lupoli, Shawn","1.5","3.0","CMSC341","He was the course coordinator for the class I took with a different instructor. Managed to screw up something on every project and changedclarified 3-4 times per project. Comes across as arrogant and grading can sometimes be suspect.","0.406261611056588","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Lupoli, Shawn","5.0","1.0","CMSC201","Lupoli has that ""football coach"" vibe to him, however he is not intimidating. He cares for his students, is well-prepared, and is a great choice if you have to take 201. Class is easy with prior programming experience, difficult without it. CMSC201 is work, and that is unavoidable, regardless of professor. I am glad that I took 201 with Lupoli.","0.78951550105606","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Oates, Tim","5.0","3.0","CMSC671","He is an amazing teacher","0.780544759319053","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Oates, Tim","5.0","3.0","CMSC478","Best professor I've had at UMBC bar none. Dr. Oates is AWESOME. He works very hard to engage his students and to make the material (which is pretty hard) easy to understand. He's also very understanding on homework questions and exams, so that the problems are relevant and test your knowledge. I can't wait to take CMSC 671 with him in the fall.","0.616035674970879","neutral","","","","","","","","","","","","","","","","","","","","","",""
"Oates, Tim","5.0","2.0","CMSC341","Excellent teacher. Very clear in teaching and slows down when he needs to. Grades fairly leniently and definitely wants his students to pass. Does excellent exam reviews before exams and always provides prompt email responses. I would take another of Oates' classes just to have him as a teacher again.","0.475591967310402","neutral","","","","","","","","","","","","","","","","","","","","","",""
